"","term","kana","pos","value"
"637","才徳","さいとく","名詞",0.988976
"638","御慶","ぎょけい","名詞",0.988973
"639","一頭地","いっとうち","名詞",0.98897
"640","冠絶","かんぜつ","名詞",0.988959
"641","矜持","きょうじ","名詞",0.988946
"642","軽捷","けいしょう","名詞",0.988939
"643","浮き浮き","うきうき","副詞",0.988895
"644","歓","かん","名詞",0.988891
"645","長所","ちょうしょ","名詞",0.98889
"646","光被","こうひ","名詞",0.988886
"647","勤しむ","いそしむ","動詞",0.988864
"648","同ずる","どうずる","動詞",0.988859
"649","晴天","せいてん","名詞",0.988845
"650","盛徳","せいとく","名詞",0.98882
"651","上天気","じょうてんき","名詞",0.988819
"652","絶賛","ぜっさん","名詞",0.988818
"653","豊","ほう","名詞",0.988787
"654","快事","かいじ","名詞",0.988783
"655","懇情","こんじょう","名詞",0.988782
"656","郁","いく","名詞",0.988775
"657","適職","てきしょく","名詞",0.988762
"658","神様","かみさま","名詞",0.988757
"659","しゃきしゃき","しゃきしゃき","副詞",0.988724
"660","堅実","けんじつ","名詞",0.98872
"661","援引","えんいん","名詞",0.98872
"662","適える","かなえる","動詞",0.988713
"663","褒めちぎる","ほめちぎる","動詞",0.988708
"664","美禄","びろく","名詞",0.988692
"665","英邁","えいまい","名詞",0.988688
"666","堂堂","どうどう","副詞",0.988687
"667","人物","じんぶつ","名詞",0.988679
"668","一粒選り","ひとつぶえり","名詞",0.988674
"669","出来物","できぶつ","名詞",0.988671
"670","恩愛","おんあい","名詞",0.988654
"671","いざとい","いざとい","形容詞",0.988651
"672","国士無双","こくしむそう","名詞",0.988643
"673","慶色","けいしょく","名詞",0.988634
"674","静静","しずしず","副詞",0.988626
"675","賞用","しょうよう","名詞",0.988624
"676","喜","き","名詞",0.988623
"677","睦まじい","むつまじい","形容詞",0.988622
"678","健勝","けんしょう","名詞",0.988615
"679","世知","せち","名詞",0.988611
"680","執成す","とりなす","動詞",0.988609
"681","手早い","てばやい","形容詞",0.988576
"682","剛勇","ごうゆう","名詞",0.988574
"683","床しい","ゆかしい","形容詞",0.988541
"684","ライバル","ライバル","名詞",0.98852
"685","平癒","へいゆ","名詞",0.988514
"686","名妓","めいぎ","名詞",0.988505
"687","入神","にゅうしん","名詞",0.988505
"688","悟る","さとる","動詞",0.988485
"689","無比","むひ","名詞",0.988475
"690","睦","ぼく","名詞",0.988452
"691","若鮎","わかあゆ","名詞",0.988388
"692","卓絶","たくぜつ","名詞",0.988382
"693","改まる","あらたまる","動詞",0.988373
"694","好手","こうしゅ","名詞",0.988369
"695","強大","きょうだい","名詞",0.988359
"696","改心","かいしん","名詞",0.988328
"697","見栄え","みばえ","名詞",0.988315
"698","賢夫人","けんぷじん","名詞",0.988309
"699","勇壮","ゆうそう","名詞",0.988291
"700","手頃","てごろ","名詞",0.988273
"701","大作","たいさく","名詞",0.988256
"702","賢母","けんぼ","名詞",0.988245
"703","武功","ぶこう","名詞",0.988231
"704","秀歌","しゅうか","名詞",0.988213
"705","義気","ぎき","名詞",0.9882
"706","良品","りょうひん","名詞",0.988197
"707","明哲","めいてつ","名詞",0.988182
"708","すっぱり","すっぱり","副詞",0.988174
"709","力持","ちからもち","名詞",0.988172
"710","英姿","えいし","名詞",0.988148
"711","優","ゆう","名詞",0.988144
"712","文豪","ぶんごう","名詞",0.988143
"713","妙技","みょうぎ","名詞",0.988117
"714","名論","めいろん","名詞",0.988115
"715","玉楼","ぎょくろう","名詞",0.988103
"716","ときめく","ときめく","動詞",0.988095
"717","知勇","ちゆう","名詞",0.988086
"718","養生","ようじょう","名詞",0.988084
"719","ときめかす","ときめかす","動詞",0.988071
"720","喜寿","きじゅ","名詞",0.988049
"721","巨魁","きょかい","名詞",0.988035
"722","感化","かんか","名詞",0.988006
"723","清祥","せいしょう","名詞",0.988004
"724","雅言","がげん","名詞",0.988003
"725","楽楽","らくらく","副詞",0.987993
"726","優しい","やさしい","形容詞",0.987973
"727","精選","せいせん","名詞",0.987957
"728","更新","こうしん","名詞",0.987953
"729","傑僧","けっそう","名詞",0.987949
"730","偉丈夫","いじょうふ","名詞",0.987945
"731","来援","らいえん","名詞",0.987942
"732","別品","べっぴん","名詞",0.987939
"733","心地好い","ここちよい","形容詞",0.987909
"734","和平","わへい","名詞",0.987905
"735","英図","えいと","名詞",0.987875
"736","福福しい","ふくぶくしい","形容詞",0.987874
"737","適任","てきにん","名詞",0.987866
"738","憩う","いこう","動詞",0.987865
"739","表徳","ひょうとく","名詞",0.987863
"740","近しい","ちかしい","形容詞",0.987854
"741","殊勲","しゅくん","名詞",0.987848
"742","多士","たし","名詞",0.987846
"743","強健","きょうけん","名詞",0.987845
"744","物堅い","ものがたい","形容詞",0.987844
"745","奇童","きどう","名詞",0.987834
"746","嬉し泣き","うれしなき","名詞",0.987826
"747","嵌り役","はまりやく","名詞",0.987825
"748","業物","わざもの","名詞",0.987822
"749","覇気","はき","名詞",0.987803
"750","良案","りょうあん","名詞",0.98777
"751","頌詞","しょうし","名詞",0.987765
"752","若盛り","わかざかり","名詞",0.987759
"753","打解ける","うちとける","動詞",0.987715
"754","快男児","かいだんじ","名詞",0.987705
"755","当て嵌る","あてはまる","動詞",0.987687
"756","奇功","きこう","名詞",0.987683
"757","美果","びか","名詞",0.987662
"758","男伊達","おとこだて","名詞",0.987621
"759","識見","しっけん","名詞",0.987602
"760","よかれかし","よかれかし","名詞",0.987536
"761","守る","まもる","動詞",0.987516
"762","妙所","みょうしょ","名詞",0.987513
"763","英断","えいだん","名詞",0.98747
"764","ベター","ベター","名詞",0.987453
"765","甘心","かんしん","名詞",0.987453
"766","賀状","がじょう","名詞",0.987448
"767","綾なす","あやなす","動詞",0.987448
"768","奨","しょう","名詞",0.987421
"769","リリーフ","リリーフ","名詞",0.9874
"770","頌する","しょうする","動詞",0.987367
"771","力付く","ちからづく","動詞",0.987349
"772","特旨","とくし","名詞",0.987332
"773","巣離れ","すばなれ","名詞",0.987303
"774","名士","めいし","名詞",0.987289
"775","義捐","ぎえん","名詞",0.987274
"776","賑","しん","名詞",0.987266
"777","武勇","ぶゆう","名詞",0.987261
"778","適業","てきぎょう","名詞",0.987255
"779","妙工","みょうこう","名詞",0.987248
"780","名手","めいしゅ","名詞",0.987212
"781","エリート","エリート","名詞",0.987202
"782","広量","こうりょう","名詞",0.987159
"783","盛宴","せいえん","名詞",0.987128
"784","快闊","かいかつ","名詞",0.987116
"785","千載一遇","せんざいいちぐう","名詞",0.987116
"786","佳境","かきょう","名詞",0.987094
"787","賞状","しょうじょう","名詞",0.987091
"788","銘茶","めいちゃ","名詞",0.987084
"789","名うて","なうて","名詞",0.987081
"790","見易い","みやすい","形容詞",0.98708
"791","賢女","けんじょ","名詞",0.987054
"792","勝報","しょうほう","名詞",0.987039
"793","伉儷","こうれい","名詞",0.987038
"794","最上","さいじょう","名詞",0.986992
"795","快気","かいき","名詞",0.986968
"796","感嘆","かんたん","名詞",0.986962
"797","薫り","かおり","名詞",0.986959
"798","輝く","かがやく","動詞",0.986932
"799","気品","きひん","名詞",0.986904
"800","大儒","たいじゅ","名詞",0.986875
"801","賞味","しょうみ","名詞",0.986846
"802","気安い","きやすい","形容詞",0.986818
"803","王者","おうしゃ","名詞",0.986798
"804","名聞","みょうもん","名詞",0.986794
"805","祝意","しゅくい","名詞",0.986791
"806","在世","ざいせい","名詞",0.986774
"807","強記","きょうき","名詞",0.986772
"808","立身","りっしん","名詞",0.986735
"809","豪傑","ごうけつ","名詞",0.986734
"810","時節柄","じせつがら","名詞",0.986716
"811","名匠","めいしょう","名詞",0.986715
"812","腕前","うでまえ","名詞",0.986705
"813","奇特","きとく","名詞",0.986665
"814","頓智","とんち","名詞",0.986648
"815","広大","こうだい","名詞",0.986627
"816","強靭","きょうじん","名詞",0.986604
"817","識者","しきしゃ","名詞",0.986597
"818","驍名","ぎょうめい","名詞",0.986596
"819","豊作","ほうさく","名詞",0.986572
"820","妹背","いもせ","名詞",0.986564
"821","適例","てきれい","名詞",0.986562
"822","交歓","こうかん","名詞",0.986548
"823","神","しん","名詞",0.986539
"824","ルビー","ルビー","名詞",0.986538
"825","善人","ぜんにん","名詞",0.986526
"826","並び無い","ならびない","形容詞",0.986521
"827","高尚","こうしょう","名詞",0.986511
"828","尚古","しょうこ","名詞",0.9865
"829","美","び","名詞",0.986487
"830","褒状","ほうじょう","名詞",0.986484
"831","賞牌","しょうはい","名詞",0.986482
"832","恭しい","うやうやしい","形容詞",0.986474
"833","学徳","がくとく","名詞",0.986459
"834","すぐる","すぐる","動詞",0.986454
"835","壮快","そうかい","名詞",0.986443
"836","驚喜","きょうき","名詞",0.986388
"837","適材","てきざい","名詞",0.986371
"838","獅子王","ししおう","名詞",0.98637
"839","尊名","そんめい","名詞",0.986361
"840","若者","わかもの","名詞",0.986356
"841","果報","かほう","名詞",0.986324
"842","真盛り","まっさかり","名詞",0.986295
"843","好漢","こうかん","名詞",0.986275
"844","矢頃","やごろ","名詞",0.986272
"845","卓立","たくりつ","名詞",0.986258
"846","色好い","いろよい","形容詞",0.986246
"847","歓心","かんしん","名詞",0.986228
"848","世才","せさい","名詞",0.986214
"849","良剤","りょうざい","名詞",0.986185
"850","良薬","りょうやく","名詞",0.986185
"851","全力","ぜんりょく","名詞",0.986162
"852","がっちり","がっちり","副詞",0.986128
"853","重要文化財","じゅうようぶんかざい","名詞",0.986125
"854","花花しい","はなばなしい","形容詞",0.986104
"855","賜り物","たまわりもの","名詞",0.986084
"856","至心","ししん","名詞",0.986052
"857","賛歌","さんか","名詞",0.986044
"858","喝采","かっさい","名詞",0.986043
"859","賀する","がする","動詞",0.986034
"860","暖まる","あたたまる","動詞",0.985994
"861","三嘆","さんたん","名詞",0.985973
"862","剛健","ごうけん","名詞",0.985967
"863","名文","めいぶん","名詞",0.98594
"864","高評","こうひょう","名詞",0.985937
"865","看破","かんぱ","名詞",0.985919
"866","新鮮","しんせん","名詞",0.985908
"867","賢兄","けんけい","名詞",0.985899
"868","ウイット","ウイット","名詞",0.985897
"869","豊満","ほうまん","名詞",0.985895
"870","上出来","じょうでき","名詞",0.985894
"871","十二分","じゅうにぶん","名詞",0.985871
"872","存生","ぞんじょう","名詞",0.985862
"873","拳拳","けんけん","名詞",0.985858
"874","薫陶","くんとう","名詞",0.985858
"875","栄冠","えいかん","名詞",0.985847
"876","熟練工","じゅくれんこう","名詞",0.985827
"877","聖恩","せいおん","名詞",0.985787
"878","麒麟児","きりんじ","名詞",0.985786
"879","孝悌","こうてい","名詞",0.985769
"880","良材","りょうざい","名詞",0.985758
"881","異彩","いさい","名詞",0.985734
"882","三羽烏","さんばがらす","名詞",0.985726
"883","エンジョイ","エンジョイ","名詞",0.985702
"884","出藍","しゅつらん","名詞",0.985695
"885","辛抱強い","しんぼうづよい","形容詞",0.985659
"886","程合","ほどあい","名詞",0.985652
"887","慈悲","じひ","名詞",0.985629
"888","きっかり","きっかり","副詞",0.985594
"889","求道","ぐどう","名詞",0.985593
"890","好感","こうかん","名詞",0.985581
"891","八景","はっけい","名詞",0.985576
"892","神化","しんか","名詞",0.985575
"893","資性","しせい","名詞",0.985568
"894","サファイア","サファイア","名詞",0.985548
"895","適時","てきじ","名詞",0.98554
"896","上手","じょうず","名詞",0.985536
"897","青玉","せいぎょく","名詞",0.985501
"898","色香","いろか","名詞",0.985479
"899","好男子","こうだんし","名詞",0.985476
"900","一花","ひとはな","名詞",0.985467
"901","勝る","まさる","動詞",0.98546
"902","明知","めいち","名詞",0.985457
"903","歓呼","かんこ","名詞",0.985422
"904","功力","くりき","名詞",0.985377
"905","矍鑠","かくしゃく","名詞",0.985358
"906","気節","きせつ","名詞",0.985355
"907","清清","せいせい","名詞",0.985347
"908","善良","ぜんりょう","名詞",0.985321
"909","躍り出る","おどりでる","動詞",0.985247
